File,Field Type,Level,Field,Format,Length,Short,Descriptor,Comments,Values
SYSTEM-TABLES,,2,IST-OWN-NAME,A,15.0,AQ,,IPCO owner name,
SYSTEM-TABLES,PE,1,IST-OWN-RPT-TBL,,0.0,AS,,Periodic group containing fields for Ipco Owner Reports.,
SYSTEM-TABLES,,2,IST-OWN-RPT-PRD,N,6.0,AT,,The period for which the last IPCO Owner Report was created.,
SYSTEM-TABLES,,2,IST-OWN-RPT-DATE,N,8.0,AU,,The date the inventory was recorded for the IPCO Owner reports. An IPCO file.,
SYSTEM-TABLES,PE,1,FST-POSTAL-CHG-TBL,,0.0,MQ,,Teambook postal weight-rate for 7p bulk label shipping.,
SYSTEM-TABLES,,2,FST-POSTAL-WGHT,N,4.0,MR,,the weight in grams of an item that is to be charged out in the teambook system,
SYSTEM-TABLES,,2,FST-POSTAL-RATE,N,1.04,MS,,The 7p bulk postal rate for teambook promotional materials,
SYSTEM-TABLES,PE,1,FST-YR-PROM-TBL,,0.0,MT,,A list of all promotions for a certain year that contain flyer floods  which charge out 7P differently,
SYSTEM-TABLES,,2,FEI-PROM-NO,N,4.0,MU,,This field indicates the Teambook promotion number.,
SYSTEM-TABLES,GR,1,FST-TGP-SLS-GRP,,0.0,SA,,group name for the two groups that contain sales person and sales territory data. These fields are grouped in a user view of the system tables.,
SYSTEM-TABLES,GR,2,FST-SLS-PERS-GRP,,0.0,SB,,group name for sales person data. records consist of a 3 letter code and the sales persons name (a35).,
SYSTEM-TABLES,,3,FST-SLS-PERS-NAME,A,35.0,SD,,TGP- name of the sales person,
SYSTEM-TABLES,GR,2,FST-SLS-TERR-GRP,,0.0,SE,,group name for sales territory data. fields are a territory number and territory name.,
SYSTEM-TABLES,,3,FST-SLS-TERR-NAME,A,35.0,SG,,TGP - Name of the sales territory.,
SYSTEM-TABLES,GR,1,FST-TGP-INVC-MSG-GRP,,0.0,TA,,TGP invoice message group.,
SYSTEM-TABLES,,2,FST-INVC-CD,A,2.0,TB,,Indicates whether the invoice msg is for food services (FS) or retails (RT).,
SYSTEM-TABLES,,2,FST-INVC-STR-DATE,N,8.0,TC,,The date that the invoice message will start being used.,
SYSTEM-TABLES,,2,FST-INVC-STP-DATE,N,8.0,TD,,The date that the invoice message will stop being used.,
SYSTEM-TABLES,MU,2,FST-INVC-MSG-INFO,A,35.0,TE,,The lines of invoice message information.,
SYSTEM-TABLES,GR,1,FST-CLM-REAS-GRP,,0.0,UA,,CLAIM reasons from CREDIT NOTES.,
SYSTEM-TABLES,,2,FST-CLM-REAS-CD,A,1.0,UB,,TGP,
SYSTEM-TABLES,,2,FST-CR-NOTE-DESC,A,35.0,UC,,A 35 character description associated with the claim reason code that is used to describe a claim reason.,
SYSTEM-TABLES,,2,FST-RPT-DESC,A,35.0,UD,,A field indicating what to do with a claim of this particular reason code.,
SYSTEM-TABLES,PE,1,FST-ADV-TBL,,0.0,UM,,A periodic element containing information to be used in setting up GL codes.,
SYSTEM-TABLES,,2,FST-ADV-GRP-NO,N,2.0,UO,,A 2 digit number representing the FCM-ADV-GRP-CD. To allow for FGI-NO buildingin the TGP claims system for pricing type credits.,
SYSTEM-TABLES,PE,1,FST-GL-NO-TBL,,0.0,UI,,Debit and Credit GL codes group.,
SYSTEM-TABLES,,2,FST-TGP-GRP-NO,N,2.0,UK,,The field that identifies a TGP commodity group.,
SYSTEM-TABLES,MU,2,FST-DR-GL-NO,N,13.0,UE,,The debit gl code used for charging damaged portions.,
SYSTEM-TABLES,MU,2,FST-CR-GL-NO,N,13.0,UF,,The credit gl code used for charging damaged claim portions.,
SYSTEM-TABLES,GR,1,FST-TGP-CONS-GRP,,0.0,VA,,TGP consolidation rebate group,
SYSTEM-TABLES,,2,FST-CONS-GRP-DESC,A,35.0,VC,,TGP Consolidated Sales Analysis group name. Printed on the Consolidated Sales Analysis report.,
SYSTEM-TABLES,,2,FST-CONS-RBT-RATE,N,2.02,VD,,TGP Consolidated Sales Analysis report rebate rate. Specifies the rate used to calculate the rebate on total purchases for the group. Specify as a percent with 2 decimal places (e.g. 10.50).,
SYSTEM-TABLES,GR,1,FST-SHP-LBL-GRP,,0.0,WA,,This group contains information regarding the calculation of the number of shipping labels required.,
SYSTEM-TABLES,,2,FWS-SECT-NO,P,3.0,WB,,The warehouse section number.,
SYSTEM-TABLES,PE,1,FST-LBL-CALC-TBL,,0.0,WE,,This periodic group contains the break-point quantities and the number of shipping labels to produce.,
SYSTEM-TABLES,,2,FST-LBL-BRKPT-QTY,P,5.0,WF,,This field will indicate the break point quantity level used to produce shipping labels.,
SYSTEM-TABLES,,2,FST-LBL-QTY,P,3.0,WG,,This field indicates the number of shipping labels to produce for the apropriate FST-LBL-BRKPT-QTY.,
SYSTEM-TABLES,PE,1,FST-TGP-PRC-MKUP-TBL,,0.0,XA,,This table containsthe TGP price markups and effective dates.,
SYSTEM-TABLES,,2,FST-TGP-MKUP-EFF-DATE,N,8.0,XC,,This is the date that the corresponding TGP Petroleum Markup comes into effect.  It has the following format:     CCYYMMDD,
SYSTEM-TABLES,,1,FST-SEQ-INFO,A,20.0,AV,,This is used to specify any information from other fields on the file that is to be used to sequence the records read. ***************************,
SYSTEM-TABLES,GR,1,CST-SUBJECT-CD-GRP,,0.0,YA,,This field contains subject codes and names for courses.,
SYSTEM-TABLES,,2,CST-SUBJECT-CD,A,4.0,YB,,This field identifies a code assigned to each subject for the different courses available.,
SYSTEM-TABLES,,2,CST-SUBJECT-NAME,A,35.0,YC,,This field identifies the subject name for a particular subject code.,
SYSTEM-TABLES,GR,1,CST-COURSE-TYP-GRP,,0.0,YD,,This field contains course types and descriptions.,
SYSTEM-TABLES,,2,CST-COURSE-TYP-CD,A,1.0,YE,,This field is a code used to identify the course type.  P - Progession  S - Specialty  F - Safety,
SYSTEM-TABLES,,2,CST-COURSE-TYP-DESC,A,20.0,YF,,This field provides a description for each of the course type codes.,
SYSTEM-TABLES,GR,1,FST-BILL-GRP,,0.0,ZA,,The billing codes for sales analysis records.,
SYSTEM-TABLES,,2,FST-MAJOR-NO,N,2.0,ZB,,The major sales code of sales analysis records.,
SYSTEM-TABLES,,2,FST-INTERM-NO,N,2.0,ZC,,The intermediate sales code for sales analysis records.,
SYSTEM-TABLES,,2,FST-MINOR-NO,N,2.0,ZD,,The minor sales code for sales analysis records.,
SYSTEM-TABLES,,2,FST-SERV-DESC,A,35.0,ZE,,The descriptive name of the tgp service special billing account that is identified by its major  intermediate  and minor codes.,
SYSTEM-TABLES,PE,1,FST-FUND-TBL,,0.0,FA,,The fund group.,
SYSTEM-TABLES,,2,FST-FUND-NAME,A,20.0,FB,,The particular fund name.,
SYSTEM-TABLES,,2,FST-FUND-DAILY-AMT,N,7.02,FC,,The particular funds total amount collected for the day.,
SYSTEM-TABLES,,2,FST-FUND-MTHLY-AMT,N,8.02,FD,,The particular funds current months amount collected.,
SYSTEM-TABLES,,2,FST-FUND-YTD-AMT,N,9.02,FE,,The particular funds year to date amount collected.,
SYSTEM-TABLES,,1,FST-ENTRY-RATE,N,1.04,HA,,The relative weighting that indicates the complexity of entering a document under the associated task id.,
SYSTEM-TABLES,,1,FST-PSWD-DATE,N,8.0,HB,,The date when the password was last changed.,
SYSTEM-TABLES,GR,1,FST-WHSE-SLOT-GRP,,0.0,TF,,GROUP CONTAINING ALL VALID SLOT TYPE CODES AND THEIR DESCRIPTIONS.,
SYSTEM-TABLES,,2,FST-SLOT-TYP-CD,A,4.0,AW,,A code indentifying what type the slot is at the warehouse.,
SYSTEM-TABLES,,2,FST-SLOT-DESC,A,35.0,TG,,A description of the slot at the warehouse.,
SYSTEM-TABLES,GR,1,FST-PROD-CATEG-GRP,,0.0,TI,,A GROUP CONTAINING FIELDS IDENTIFYING PRODUCT CATEGORIES AND THEIR DESCRIPTION.,
SYSTEM-TABLES,,2,FST-PROD-CATEG-NO,N,3.0,AX,,A number assigned to a specific category of merchandising products as an identifier.,
SYSTEM-TABLES,,2,FST-PROD-CATEG-DESC,A,25.0,AY,,The description assigned to a specific merchandising product category.,
SYSTEM-TABLES,,2,FST-PROD-TBL-IX,P,2.0,AZ,,An index used to access the appropriate entry in tables of product categories.,
SYSTEM-TABLES,MU,1,FST-SLOT-RGN-CD,A,1.0,TH,,A code indicating if a warehouse slot tyoe is applicable to a particular FCL region.,
SYSTEM-TABLES,GR,1,FST-PETR-GRP,,0.0,PE,,GROUP TO IDENTIFY PETROLEUM INFORMATION FOR THE ONLINE PETS SYSTEM.,
SYSTEM-TABLES,,2,FGI-NO,N,13.0,PG,,A general ledger number identifying the type of posting that has been made to the general ledger. Valid values are determined based on the GL numbers on the GLI file.,
SYSTEM-TABLES,,2,FPAT-NO,N,3.0,PH,,A code identifying the FCL patronage classification of a transaction. *,
SYSTEM-TABLES,GR,1,FST-AR-SYMB-GRP,,0.0,BI,,GROUP CONTAINING AR SYMBOLS AND DESCRIPTIONS.,
SYSTEM-TABLES,MU,2,FST-SYMB-DESC,A,60.0,BK,,Detail description of the Debit or Credit assoiciated with the AR SYMBOL.,
SYSTEM-TABLES,,2,FST-DTL-INFO-CD,A,1.0,BL,,"A code used to signify if the AR SYMBOL  will have other associated symbols.  The main symbol will be used in the ""DRCR"" online data entry system to reduce duplicate keying of information.  The information from associated symbols will be automatically loaded onto the data entry screen  allowing several transactions for a retail to be posted during a single data entry capture.",
SYSTEM-TABLES,MU,2,FST-DTL-SYMB-ID,A,2.0,BM,,The code used to identify a symbol associated to another symbol when additional detail descriptions are needed.,
SYSTEM-TABLES,,2,FST-LOC-CD,A,1.0,CI,,A code used to signify if the AR SYMBOL is set up by location. Y - allow retails to be set up     with a location number     from 0 to 99. N - allow retails to be set up     only with location 0.,
SYSTEM-TABLES,GR,1,FST-EOS-CHRG-GRP,,0.0,TJ,,GROUP CONTAINING THE CHARGES FOR ALL EOS MACHINE MODELS,
SYSTEM-TABLES,,2,FEOS-EQUIP-ID,A,10.0,TK,,The manufacturer of the eos machine or wand models.,
SYSTEM-TABLES,,2,FEOS-MODEL-ID,A,5.0,TL,,The model number of the eos machine or wand.,
SYSTEM-TABLES,,2,FVP-NO,N,8.0,TM,,The payables vendor number. The vendor may have several merchandising vendor numbers  as such  the payables vendor number identifies the vendor location that is to be paid.,
SYSTEM-TABLES,,2,FST-EOS-CHRG-AMT,PS,2.02,TN,,The amount charged for use of this model of the eos machine.,
SYSTEM-TABLES,,2,FST-EOS-RECOV-AMT,PS,2.02,TO,,The recovery amount of this eos machine model.,
SYSTEM-TABLES,,2,FST-WAND-CHRG-AMT,PS,2.02,TP,,The amount charged for use of this eos wand model.,
SYSTEM-TABLES,,2,FST-WAND-RECOV-AMT,PS,2.02,TQ,,The recovery amount of this eos wand model.,
SYSTEM-TABLES,,2,FST-LAST-EOS-PURCH-PRC,PS,4.02,TR,,The price at which the last eos machine of this model type was purchased.,
SYSTEM-TABLES,,2,FST-LAST-WAND-PURCH-PRC,PS,4.02,TS,,The price at which the last eos wand of this model type was purchased.,
SYSTEM-TABLES,,2,FST-LAST-EOS-SELL-PRC,PS,4.02,TT,,The price at which the last eos machine of this model type was sold.,
SYSTEM-TABLES,,2,FST-LAST-WAND-SELL-PRC,PS,4.02,TU,,The price at which the last eos wand of this model type was sold.,
SYSTEM-TABLES,PE,1,FEUS-TBL,,0.0,UQ,,GROUP OF PROGRAMS USER HAS ACCESS TO. (EX. ROS520),
SYSTEM-TABLES,,2,FEUS-PRGM-ACCESS-ID,A,8.0,UP,,The programs the particular user has security for.,
SYSTEM-TABLES,MU,2,FEUS-PRGM-OPT-NO,N,3.0,TW,,Indicates the options for a particular screen the user has security for.,
SYSTEM-TABLES,MU,2,FEUS-PRGM-FUNCN-KEY-NO,N,2.0,TX,,Indicates the function keys for the particular program the user has security for.,
SYSTEM-TABLES,GR,1,FEUS-GRP,,0.0,TV,,SECURITY GROUP,
SYSTEM-TABLES,,2,FEUS-VEND-NAME,A,35.0,TY,,The name of the company.,
SYSTEM-TABLES,MU,2,FVM-NO,N,5.0,TZ,,Merchandising vendor number. The number used to identify the vendors from whom the merchandising departments purchase their items.,
SYSTEM-TABLES,MU,2,FDS-SECT-NO,N,2.0,UJ,,A number assigned to identify the merchandising section.,
SYSTEM-TABLES,PE,1,FST-PROM-QUEUE-TBL,,0.0,UR,,GROUP CONTAINING PROMOTION QUEUING INFORMATION.,
SYSTEM-TABLES,,2,FST-QUEUE-DAY,A,3.0,US,,The queuing day specifies the starting day (after the shipping date has been reached) on which orders will automatically start to be queued.,
SYSTEM-TABLES,,2,FST-QUEUE-DELAY-NO,N,1.0,UT,,Specifies how long (in weeks) orders should be delayed before queuing.,
SYSTEM-TABLES,,1,FVM-DUNS-ID,A,17.0,UU,,A number assigned by the Dunn & Brad Street company to identify each of the merchandising vendors.,
SYSTEM-TABLES,GR,1,FCOM-NAME-GRP,,0.0,UX,,THE COMPANY NAME AND ADDRESS FILE.,
SYSTEM-TABLES,,2,FCOM-NAME,A,35.0,BV,,The name of the company.,
SYSTEM-TABLES,,2,FCOM-ADDR1-NA,A,35.0,BW,,The address of the company.,
SYSTEM-TABLES,,2,FCOM-ADDR2-NA,A,35.0,BX,,The address of the company.,
SYSTEM-TABLES,,2,FCOM-CITY-NA,A,35.0,BY,,The city where the company is.,
SYSTEM-TABLES,,2,FCOM-PROV-NA,A,2.0,BZ,,The company's province code.,
SYSTEM-TABLES,,2,FCOM-POSTCD-NA,A,6.0,CG,,The postal code.,
SYSTEM-TABLES,,2,FCOM-CNTRY-NA,A,10.0,CH,,The country name.,
SYSTEM-TABLES,,2,FCOM-ZIPCD-NA,A,10.0,CJ,,The zip code.,
SYSTEM-TABLES,,2,FCOM-PH-NO,N,10.0,CK,,The phone number at the company.,
SYSTEM-TABLES,,2,FCOM-FAX-NO,N,10.0,CL,,The fax number.,
SYSTEM-TABLES,,2,FCOM-GST-REGIST-INFO,A,15.0,DD,,This is the GST registration number associated with a company.,
SYSTEM-TABLES,,2,FCOM-CONS-CD,A,1.0,DO,,"This indicates if the company is a ""Consolidated"" company. In other words  a company number that is created to represent the consolidation of one or more companies for the financial statements. * Valid Values:     Y - Yes  this is a         consolidated company         number. Blank - No  this is not a         consolidated company         number.",
SYSTEM-TABLES,,2,FCOM-MANUAL-CONS-CD,A,1.0,DP,,This indicates if the consolidation information for the company will be manually keyed or if it will be imported into GLCS from FCL's Corporate GL system. * Valid Values:     Y - Yes  this company will         be manually keyed into         the GLCS system. Blank - No  this company will         not be manually keyed         into the GLCS system          but will imported         into GLCS instead.,
SYSTEM-TABLES,,2,FCOM-DELT-CD,A,1.0,DQ,,This indicates if the company number can be deleted by the GLCS system. * Valid Values: Blank - This company number         was added through TBLS         and can be deleted         only through TBLS.     Y - This company number         was added through GLCS         and can be deleted         only through GLCS.,
SYSTEM-TABLES,,1,FST-KRD-CARD-PRC,N,3.02,BU,,Price per kardlock card.,
SYSTEM-TABLES,,1,FST-BAG-CATEG-NO,N,3.0,CM,,A bag category used in the AGRIS system.,
SYSTEM-TABLES,,1,FST-BAG-DISC-AMT,N,1.04,CN,,The dollars/Kg discount for the corresponding AGRIS bag category.,
SYSTEM-TABLES,,1,FST-ACCT-SYMB-CD,A,1.0,CO,,A code used to indicate if the symbol is used by Retail Accounting only  or is available to all retails. ------------------------------ Values are: Y or N    Y -Retail Accounting ONLY    N -available to all Retails,
SYSTEM-TABLES,GR,1,FST-PETR-FRT-COEFF-GRP,,0.0,UY,,GROUP USED TO CALCULATE THE AMOUNT THE GOVERNMENT OF SASKATCHEWAN WANTS FOR US USING CTI EQUIPMENT,
SYSTEM-TABLES,,2,FST-REFER-YR,N,4.0,CW,,THE YEAR TO WHICH A SET OF FREIGHT COEFFICIENTS REFERS. ------------------------------ FST-REFER-YR  FST-REFER-QTR-NO FVW-GVW-WGHT& FST-TIRE-INFL-CD ARE USED TO REDEFINE FST-CD-ID-SEQ-INFO IN ORDER TO UNIQUELY DEFINE A RECORD IN THE PET-FRT-COEFF USER-VIEW OF SYSTEM TABLES.,
SYSTEM-TABLES,,2,FST-REFER-QTR-NO,N,1.0,CX,,THE NON-FISCAL QUARTER TO WHICH A SET OF FREIGHT COEFFICIENTS REFERS. ------------------------------ FST-REFER-YR  FST-REFER-QTR-NO FVW-GVW-WGHT& FST-TIRE-INFL-CD ARE USED TO REDEFINE FST-CD-ID-SEQ-INFO IN ORDER TO UNIQUELY DEFINE A RECORD IN THE PET-FRT-COEFF USER-VIEW OF SYSTEM TABLES.,
SYSTEM-TABLES,,2,FST-TIRE-INFL-CD,A,1.0,CP,,A CODE TO INDICATE IF A TRACTOR-TRAILER-PUP COMBO IS EQUIPPED WITH CTI EQUIPMENT. * Y - IS EQUIPED N - NOT EQUIPPED,
SYSTEM-TABLES,,2,FST-TRUCK-KM-RATE,PS,2.05,CQ,,A RATE USED IN A FORMULA THAT CALCULATES AN AMOUNT TO SEND THE GOVERNMENT IN ORDER TO USE CTI EQUIPPED VEHICLES IN SASKATCHEWAN.,
SYSTEM-TABLES,,2,FST-LOAD-FEE-AMT,PS,4.02,CR,,A PETROLEUM TRUCK LOADING/ UNLOADING FEE,
SYSTEM-TABLES,,2,FST-PAY-LOAD-WGHT,NS,3.0,CS,,THE WEIGHT OF THE CONTENTS OF A PETROLEUM TRACTOR-TRAILER -PUP COMBO.,
SYSTEM-TABLES,,2,FST-SPEED-REDUCT-RATE,PS,0.04,CT,,A RATE USED IN A FORMULA THAT CALCULATES AN AMOUNT TO SEND THE GOVERNMENT IN ORDER TO USE CTI EQUIPPED VEHICLES IN SASKATCHEWAN.,
SYSTEM-TABLES,,2,FPTK-AXLE-QTY,PS,3.0,CU,,This refers to the number of axles on the entire group of units.,
SYSTEM-TABLES,,2,FVW-GVW-WGHT,N,3.0,CV,,The gross vehicle weight in thousands of pounds.,
SYSTEM-TABLES,GR,1,FST-SCAC-GRP,,0.0,UZ,,The standard carrier group,
SYSTEM-TABLES,,2,FST-SCAC-CD,A,4.0,CY,,The standard alpha carrier code is a unique 2 to 4 character identification assigned to transportation carriers operating in North America.  It is controlled by the National Motor Freight Traffic Association  American Trucking Association.,
SYSTEM-TABLES,,2,FST-SCAC-NA,A,35.0,CZ,,The transportation carrier name associated with the standard carrier alpa code (SCAC).,
SYSTEM-TABLES,GR,1,FST-EMPLMNT-EQTY-GRP,,0.0,VJ,,"Control file to indicate the status of ""final"" report generation for each FHR employer for any given year.",
SYSTEM-TABLES,,2,FST-EQTY-RPT-YR,N,4.0,VE,,Year (CCYY) the final reports were created. CCYY indicates the fiscal year eg. 1999 - Nov 1  1998 til        Oct 31 1999,
SYSTEM-TABLES,,2,FEMR-NO,N,6.0,VF,,A number identifying the employer - either a retail or a region.,
SYSTEM-TABLES,MU,2,FST-EQTY-RPT-RUN-CD,A,1.0,VH,,Code (Y/N) to indicate if the final version of a report has been run. Reports include 1) Report of New Hires (1962) 2) Report of Promotions (1963) 3) Employees in a Delete or    Leave Status (1965) 4) Report of Occupational    Groupings by Region (1966),
SYSTEM-TABLES,,1,SYSF-UNIQUE-CREATE-DATE-TIME,N,20.0,Z1,D,Unique date time that record was created in file  format: Z'YYYYMMDDHHIISSXXXXXX' with microsecond precision,
SYSTEM-TABLES,SP,1,FST-REC-CD-ID,A,8.0,S1,D,Search key by: FST-REC-CD (A4)            and FST-REC-ID (A4),
SYSTEM-TABLES,SP,1,FST-TASK-TERM,A,8.0,S2,D,A superdescriptor made up of: Task id     - FST-TASK-ID and Terminal id - FST-TERM-ID,
SYSTEM-TABLES,SP,1,FST-TASK-TERM-USER,A,16.0,S3,D,SUPERDESCRIPTOR CONSISTING OF: FST-TASK-ID FST-TERM-ID FST-USER-ID,
SYSTEM-TABLES,SP,1,FST-USER-CD-ID-BUYER,A,17.0,S4,D,Superdescriptor,
SYSTEM-TABLES,SP,1,FST-REC-CD-ID-DPT,A,11.0,S5,D,Superdescriptor containing the record code  record id  and customer department number.,
SYSTEM-TABLES,SP,1,FST-REC-CD-ID-BUYR,A,9.0,S6,D,SUPERDECRIPTOR CONSISTS OF: FST-REC-CD = 'TBLS' FST-REC-ID = 'BUYR'     AND FCL-BUYER-CD,
SYSTEM-TABLES,SP,1,FST-CD-ID-PERS-CD,A,13.0,S7,D,Super descriptor by: Record type  (1-4) Record Id      (1-4) and Sales pers cd  (1-5),
SYSTEM-TABLES,SP,1,FST-CD-ID-TERR-NO,A,13.0,S8,D,Super descriptor key by: Record cd(1-4) Record Id (1-4) and Sales Terr cd (1-4),
SYSTEM-TABLES,SP,1,FST-CD-ID-SEQ-INFO,A,28.0,S9,D,Superdescriptor consisting of FST-REC-cd (A4) FST-REC-id (A4) FST-SEQ-INFO (A20),
SYSTEM-TABLES,SP,1,FEUS-CD-ID-USER-DPT-SECT,A,21.0,T1,D,SUPER DESCRIPTOR.,
SYSTEM-TABLES,SP,1,FEUS-CD-ID-USER-PRGM-OPTN,A,27.0,T2,D,SUPER DECRIPTOR,
SYSTEM-TABLES,SP,1,FEUS-CD-ID-USER-PRGM-KEY,A,26.0,T3,D,SUPER DESCRIPTOR,
SYSTEM-TABLES,SP,1,FEUS-CD-ID-VEND-USER,A,21.0,T4,D,SUPER DESCRIPTOR,
SYSTEM-TABLES,SP,1,FST-CD-ID-AREA-SYS,A,15.0,T5,D,Super Descriptor,
TIPS-USER-FILE,,1,FTU-USER-ID,A,8,AA,D,The User Id of the mainframe user.  Each user will have multiple records depending on the number of TIPS read. Maximum of 150 TIPS per record,
TIPS-USER-FILE,,1,FTU-USER-NAME,A,35,AB,,The Name of the user.,
TIPS-USER-FILE,MU,1,FTU-KEY-INFO,A,20,AC,D,This descriptor key consisting of TASK(A4)  MAP(A8)  and REVERSE DATE(A8) is used to find all users who have read a TIP.,
TIPS-USER-FILE,SP,1,FTU-KEY-INFO-USER,A,28,S1,D,Superdescriptor consisting of: FTU-KEY-INFO FTU-USER-ID,
TARF-CHRG-TBL,,1,GEN-LAST-UPDT-DATE-TIME,T,0,AC,,This field is used to hold DATE & TIME for record contention processing.,
TARF-CHRG-TBL,,1,FMST-SYS-ID,A,4,AD,,The name of the system to which the records are being used.  This will usually be the logon name of the system. EX. TBLS,
TARF-CHRG-TBL,,1,FMST-REC1-CD,A,4,AE,,The type of record.  The code represents the table of values for a given field. EX. FRTE.,
TARF-CHRG-TBL,GR,1,FFR-TARF-GRP,,0,TF,,Group containing fields for the FREIGHT-RATES userview.,
TARF-CHRG-TBL,,2,FFR-CHRG-DESC,A,30,HA,,The description of the add on charge.,
TARF-CHRG-TBL,SP,1,FMST-ID-CD,A,8,S2,D,SUPER DESCRIPTOR - S2 > SYSTEM ID > RECORD ID,
WHSE-LOCATION,GR,1,FWL-SLOT-GRP,,0,AA,,A GROUP FIELD CONTAINING THE WAREHOUSE LOCATION INFORMATION.,
WHSE-LOCATION,,2,FWS-SECT-NO,P,3,AD,,The warehouse section number.,
WHSE-LOCATION,,2,FWL-NO,P,7,AE,,The number indicating the location of an item within the warehouse.,
WHSE-LOCATION,,2,FST-SLOT-TYP-CD,A,4,AF,,A code indentifying what type the slot is at the warehouse.,
WHSE-LOCATION,PE,1,FWL-ITEM-TBL,,0,AJ,,Contains the items that are in the location along with a code indicating if it is deplete.,
WHSE-LOCATION,,2,FWL-ITEM-DEPLT-CD,A,1,AI,,'Y' MEANS THE ITEM IS DEPLETE. ' ' MEANS THE ITEM IS NOT DEPLETE.,
WHSE-LOCATION,SP,1,FWL-RGN-WHSE-SECT-LOC,A,8,S1,D,SUPERDESCRIPTOR USED TO READ THE WHSE-LOCATION FILE.,
WHSE-LOCATION,SP,1,FWL-DEPLT-RGN-WHSE-SECT,A,5,S2,D,SUPERDESCRIPTOR USED TO READ THE WHSE-LOCATION FILE.,
USER-ID-DATA,GR,1,FST-CTRL-GRP,,0,AA,,Contains USER-ID information.,
USER-ID-DATA,,2,FST-REC-CD,A,4,AB,,Specifies the record type for the file being processed.,
USER-ID-DATA,,2,FST-REC-ID,A,4,AC,,Specifies the identification for the record being processed.,
USER-ID-DATA,GR,1,FST-USER-ID-GRP,,0,GC,,User id group.,
USER-ID-DATA,,2,FST-USER-ID,A,8,EA,,The user's logon-id.,
USER-ID-DATA,,2,FST-USER-INITIALS-ID,A,3,AL,,User's initials,
USER-ID-DATA,,2,FST-SUPPORT-AREA-ID,A,6,DT,,The support area that will work on the request.,
USER-ID-DATA,PE,1,FST-TIME-OFF-TBL,,0,PD,,A table containing the dates time off was taken.,
USER-ID-DATA,,2,FST-ABSENT-STR-DATE,N,8,AJ,,The date on which the time off from work commenced.,
USER-ID-DATA,,2,FST-ABSENT-STP-DATE,N,8,AK,,The date of the last day off before returning to work from taking time off.,
USER-ID-DATA,,1,FST-SEQ-INFO,A,20,AV,,This is used to specify any information from other fields on the file that is to be used to sequence the records read. ***************************,
USER-ID-DATA,SP,1,FST-REC-CD-ID,A,8,S1,D,Search key by: FST-REC-CD (A4)            and FST-REC-ID (A4),
USER-ID-DATA,SP,1,FST-CD-ID-SEQ-INFO,A,28,S9,D,Superdescriptor consisting of FST-REC-cd (A4) FST-REC-id (A4) FST-SEQ-INFO (A20),
USER-ID-DATA,SP,1,FST-CD-ID-AREA-SYS,A,15,T5,D,Super Descriptor,
SUPP-CLAIMS-TRX,,1,FUT-TRX-ID,A,8,AA,D,Transaction identification used by an application. Assigned values to-date: IMFPOS   - Item/price upload PROMSCAN - TGP prom scan upd TCIUPLD  - Promotion records  to send to TCI. POSNEW   - New food direct  item for FCL upload wait 1  work day before send out. PROMUPLD - FCL Prom Upload rec UPLDPRC  - Items that are to  have retail selling prices  uploaded to particular retail,
SUPP-CLAIMS-TRX,,1,FUT-TRX-DATE,N,8,DK,,(yyyymmdd) date the transact- ion record was entered into the file.,
SUPP-CLAIMS-TRX,,1,FUT-TRX-TIME,N,7,DL,,(hhmmsst) time the transact- ion record was entered into the file.,
SUPP-CLAIMS-TRX,,1,FUT-TRX-USER-ID,A,8,DM,,the user id which entered the transaction record into the file.,
SUPP-CLAIMS-TRX,,1,FVM-NO,N,5,NH,,Merchandising vendor number. The number used to identify the vendors from whom the merchandising departments purchase their items.,
SUPP-CLAIMS-TRX,,1,FUT-RQST-NAME,A,20,OF,,The name of the person requesting an invoice reprint or a claims request.,
SUPP-CLAIMS-TRX,,1,FUT-CLM-QTY,PS,5,AR,,Claim qty against a supplier as entered in the online CLMS task.,
SUPP-CLAIMS-TRX,,1,FUT-STAT,A,1,AW,,Indicates status of a record on the user transaction file. Value of R indicates record has been reported on.,
USER-TRANSACTION,,1,GEN-LAST-UPDT-DATE-TIME,T,0.0,BT,,This field is used to hold DATE & TIME for record contention processing.,
USER-TRANSACTION,,1,FUT-TRX-ID,A,8.0,AA,D,Transaction identification used by an application. Assigned values to-date: IMFPOS   - Item/price upload PROMSCAN - TGP prom scan upd TCIUPLD  - Promotion records  to send to TCI. POSNEW   - New food direct  item for FCL upload wait 1  work day before send out. PROMUPLD - FCL Prom Upload rec UPLDPRC  - Items that are to  have retail selling prices  uploaded to particular retail,
USER-TRANSACTION,,1,FUT-TRX-DATE,N,8.0,DK,,(yyyymmdd) date the transact- ion record was entered into the file.,
USER-TRANSACTION,,1,FUT-TRX-TIME,N,7.0,DL,,(hhmmsst) time the transact- ion record was entered into the file.,
USER-TRANSACTION,,1,FUT-TRX-USER-ID,A,8.0,DM,,the user id which entered the transaction record into the file.,
USER-TRANSACTION,,1,FUT-TRX-INFO,A,72.0,DO,,A field that contains various data that is redefined in the program.,
USER-TRANSACTION,GR,1,FUT-ZONE-PRC-GRP,,0.0,AE,,This group contains the ZONE Pricing fields used by the food department to request zone pricing information by item.,
USER-TRANSACTION,,2,FUT-MGN-PCNT,PS,3.02,AD,,The margin percent.,
